"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Thu","Tue","Wed","year","temp","max","min","collisions"
"534",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,73.6,81,66.9,587
"535",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,73.4,81,64,624
"536",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,73.9,84.9,64,557
"537",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,77,86,66.9,587
"538",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,79.7,88,71.1,591
"539",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,75.1,79,71.6,539
"540",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,73.7,82,66,653
"541",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,75.8,84.9,69.1,595
"542",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,69.6,82,64,526
"543",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,70.8,80.1,63,605
"544",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,73.5,82,63,626
"545",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,75.5,84,68,667
"546",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,75,84,66,589
"547",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,78.6,89.1,70,606
"548",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,76.3,82.9,70,562
"549",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,74.4,82.9,66,585
"550",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,73.2,82.9,64.9,601
"551",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,77.5,88,68,604
"552",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,74.4,78.1,71.6,491
"553",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,72.5,82,68,572
"554",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,70.9,82,63,625
"555",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,68,73.9,61,522
"556",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,72,82,63,595
"557",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,72.2,82.9,63,516
"558",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,75.1,84,63,551
"559",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,73.9,84,66,567
"560",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,70.6,82.9,64.9,568
"561",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,74.3,88,64,549
"562",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,77.7,89.1,64,608
"563",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,78.5,90,70,538
"564",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,76.4,90,68,618
"565",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,69.6,82,61,631
"566",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2014,79.3,90,73,392
"567",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,83.5,91.9,75,700
"568",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014,79.4,91.9,72,580
"569",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2014,77.9,87.1,69.1,727
"570",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2014,78.2,87.1,69.1,647
"571",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2014,70.1,81,64.9,598
"572",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,68.1,75,63,592
"573",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014,69.4,78.1,63,618
"574",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2014,73.9,82.9,63,619
"575",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2014,70.1,82.9,62.1,730
"576",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2014,62.8,71.1,53.1,610
"577",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,63.5,71.1,55,613
"578",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014,64.3,73,55,658
"579",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2014,65.8,75.9,55,650
"580",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2014,61.6,75.9,54,648
"581",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2014,67.3,75,61,662
"582",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,60.1,71.1,52,592
"583",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2014,64.1,71.1,52,566
"584",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2014,61.7,66,57,491
"585",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2014,66.2,77,57,643
"586",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2014,72.4,84,64,566
"587",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2014,68.8,79,66,589
"588",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,63.2,64.9,60.8,559
"589",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2014,63.5,70,61,558
"590",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,62.9,71.1,55.9,719
"591",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014,58.6,69.1,46,639
"592",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,66.2,71.1,50,620
"593",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,66.7,72,63,639
"594",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2014,62.6,73,55,499
"595",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,58.7,68,52,541
"596",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014,58.7,64.9,48,451
"597",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,67.9,75.9,52,697
"598",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,71.4,77,63,575
"599",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2014,68.8,77,64,602
"600",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,64.6,71.1,59,648
"601",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014,49.4,60.1,42.1,591
"602",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,60.2,66.9,42.1,607
"603",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,55.5,60.8,51.8,708
"604",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2014,51.4,57.9,50,639
"605",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,54.7,63,50,669
"606",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2014,56,63,48,642
"607",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2014,60.6,72,48,571
"608",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2014,64.5,72,53.1,556
"609",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2014,52.5,72,48,626
"610",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2014,49.9,59,45,668
"611",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,47.6,61,39,625
"612",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,59.5,68,39,538
"613",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,60.4,68,53.1,554
"614",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,52,64,48,652
"615",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,49,57,45,641
"616",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,51.9,61,44.1,560
"617",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,56.4,64,44.1,493
"618",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,59.5,64.9,48.9,546
"619",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,45.1,64.9,39,696
"620",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,38.6,48,35.1,654
"621",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,43.7,52,35.1,666
"622",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,35.4,52,27,712
"623",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,26.7,45,21.9,633
"624",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,38.2,45,21.9,635
"625",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,32.3,45,28,677
"626",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,60.7,69.1,43,722
"627",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,60,66.9,52,599
"628",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,42.9,52,34,742
"629",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,36.3,51.1,34,378
"630",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,33.5,37,30.9,444
"631",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,55.4,64.9,45,644
"632",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,39.4,44.1,35.1,611
"633",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,43.8,46.4,41,569
"634",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,41.2,46,37,606
"635",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,38.4,45,34,673
"636",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,29.2,42.1,24.1,579
"637",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,38.2,42.1,24.1,645
"638",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,37.7,42.1,32,649
"639",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,34.1,39.9,30.9,669
"640",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,34.5,37.9,30.9,687
"641",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.6,48,37,720
"642",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,43.2,48.9,37,645
"643",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,47.4,54,37.9,555
"644",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,40.7,54,37.9,621
"645",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,36.2,42.1,32,652
"646",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,37.4,43,30.9,566
"647",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,44.4,46.4,42.8,732
"648",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,45.5,53.1,43,519
"649",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,53.2,62.6,48,303
"650",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.9,50,39.9,446
"651",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,41.4,54,37.9,411
"652",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,32.5,44.1,30,469
"653",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,29.4,34,27,461
"654",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,31.4,39,27,395
"655",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,38.7,42.1,27,442
"656",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,40.9,55.9,28.9,498
"657",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,21,27,19,777
"658",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,20.7,23,15.1,538
"659",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,13,23,8.1,573
"660",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,24.9,33.1,16,751
"661",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,36.9,37.9,35.1,580
"662",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,29.5,39,19,613
"663",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,22.8,36,16,506
"664",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,29.5,34,25,548
"665",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,33.4,43,25,563
"666",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,39.2,42.1,30.9,496
"667",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,37.5,42.1,34,500
"668",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,31.4,39.9,25,495
"669",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,34.4,39.9,25,508
"670",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,32.7,39.9,28,598
"671",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2015,26.5,35.1,21.2,484
"672",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2015,24.8,30,21,188
"673",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2015,23.6,34,16,458
"674",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2015,26.6,34,16,519
"675",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015,34.2,37.9,19,622
"676",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,29.9,36,19.9,680
"677",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,18.1,34,12.9,740
"678",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,31.2,42.1,12.9,585
"679",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,33.8,43,21,569
"680",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,17.9,27,12,652
"681",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,27.7,37,25,547
"682",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,30,39.9,25,571
"683",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,28.3,39.9,21.9,610
"684",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,32.3,39.9,21.9,526
"685",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,16.1,39.9,8.1,757
"686",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,9.8,25,3,402
"687",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,20.2,27,3,620
"688",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,24.9,33.1,14,626
"689",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,20.9,33.1,14,515
"690",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,10,27,1.9,621
"691",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,28.2,43,15.1,574
"692",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,12.1,21.9,3.9,580
"693",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,27.6,37,19.9,628
"694",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,26.8,37,19.9,539
"695",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,23.2,32,18,703
"696",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,32.4,39,24.1,650
"697",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,28.2,39,21.9,631
"698",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,38.5,45,30.9,574
"699",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,30.3,43,19.4,830
"700",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,19.4,39.9,12,939
"701",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,46.6,54,37,661
"702",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,47.2,54,39,584
"703",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,48.8,59,39,565
"704",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,45.1,59,39.9,586
"705",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,37.6,46.9,30.9,609
"706",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,40.7,52,35.1,529
"707",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,49.7,57,35.1,528
"708",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,33.9,39,30,547
"709",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,34,43,28.9,582
"710",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,34.5,43,28.9,570
"711",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,30.3,43,23,586
"712",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,33.8,45,23,601
"713",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,39.9,48.9,26.1,538
"714",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2015,46.9,61,34,525
"715",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2015,43.9,62.1,39,532
"716",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2015,43.3,54,25,556
"717",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2015,42.2,54,36,628
"718",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,38.9,51.1,32,648
"719",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,51.8,66.9,32,653
"720",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,61.1,64,59,491
"721",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,50.8,62.1,42.1,510
"722",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,54.9,63,42.1,452
"723",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,42.3,44.1,41,457
"724",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,38.8,45,37,452
"725",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,44.6,55.9,37,486
"726",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,57.7,68,43,554
"727",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,60.7,68,50,542
"728",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,61,71.1,51.1,595
"729",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,58,72,51.1,560
"730",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,60.5,71.1,52,679
"731",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,51.1,64,46,630
"732",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,56.3,64,46,645
"733",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,57.7,69.1,50,568
"734",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,46.8,54,42.1,612
"735",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2015,43.5,52,39,676
"736",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,54.5,64,46,558
"737",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2015,59,71.1,48.9,613
"738",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2015,64.9,78.1,50,679
"739",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2015,55.6,78.1,48,640
"740",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,53.6,66.9,48,642
"741",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,70.1,84.9,51.1,641
"742",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,73.7,84.9,57,638
"743",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,68.1,84.9,63,568
"744",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,66.2,80.1,55.9,684
"745",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,66.9,82,55.9,709
"746",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,75.3,84,61,645
"747",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,75.6,84.9,68,684
"748",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,64.5,86,57.9,655
"749",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,60,73,50,654
"750",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,63.1,75,50,723
"751",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,67.2,82.9,60.1,566
"752",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,65.2,80.1,59,606
"753",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,62,73.9,57,666
"754",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,56.7,66.9,52,615
"755",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,62.1,73.9,52,727
"756",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2015,73.8,84.9,64.9,420
"757",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2015,76.1,88,64,686
"758",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,75.7,88,66.9,697
"759",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2015,75.9,84.9,70,682
"760",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,73.6,84.9,64.9,813
"761",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,58,69.1,55,691
"762",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,52.4,57.9,50,642
"763",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,58,70,52,658
"764",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,58,70,52,552
"765",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,59.4,70,54,692
"766",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,68.6,79,63,634
"767",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,73.7,82.9,63,652
"768",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,74,82.9,64.9,667
"769",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,79.6,89.1,72,666
"770",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,81.6,89.1,72,451
"771",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,70.8,88,64.9,506
"772",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,69.9,82.9,64,593
"773",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,73.3,82,64.9,706
"774",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,66.8,71.1,64,615
"775",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,74.6,87.1,64,732
"776",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,78.3,87.1,70,774
"777",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,82.1,90,70,703
"778",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2015,76.7,90,68,778
"779",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2015,75,84,64.9,670
"780",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2015,74.4,82.9,64.9,774
"781",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2015,70.3,75.9,62.1,662
"782",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2015,74.5,82,63,622
"783",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,75,82,68,683
"784",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,74.7,82,69.1,603
"785",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,73.5,81,66,549
"786",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,76.8,82.9,68,598
"787",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,78.7,88,72,646
"788",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,80.5,88,75,620
"789",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,74.7,88,68,567
"790",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,76.1,84,68,709
"791",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,79.5,89.1,72,668
"792",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,75.3,88,73,657
"793",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,77,82,73,611
"794",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,72.8,81,64,686
"795",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,72.5,81,64,659
"796",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,88,93.9,78.1,727
"797",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,83.7,93.9,79,606
"798",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,77.3,89.1,69.1,618
"799",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2015,76.7,86,68,623
"800",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2015,77.8,87.1,68,490
"801",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,78.5,90,71.1,626
"802",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2015,82.7,95,71.1,643
"803",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2015,85.4,96.1,75,629
