"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Thu","Tue","Wed","year","temp","max","min","collisions"
"265",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,82.3,90,75.9,576
"266",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,81.3,89.1,73,617
"267",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,78.8,88,73.9,583
"268",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,79.4,84.9,73.9,614
"269",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,80.6,84,75.9,550
"270",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,75,82,72,599
"271",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,85.3,93.9,78.1,581
"272",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,85.9,93.9,77,582
"273",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,86.7,97,79,609
"274",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,88.2,98.1,81,636
"275",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,89.1,96.1,82.9,697
"276",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,78.2,86,75,591
"277",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,78.7,87.1,73,571
"278",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,78.5,82.9,75,571
"279",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2013,67.3,78.1,64,507
"280",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2013,72.2,82.9,64,617
"281",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2013,75.1,84.9,69.1,597
"282",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2013,74.4,82.9,66.9,584
"283",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2013,74.1,82.9,66.9,553
"284",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,71.5,82.9,66,643
"285",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,73.6,82.9,66.9,626
"286",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,70.2,80.1,62.1,545
"287",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,72.1,82,62.1,543
"288",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,73.4,82,64,508
"289",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,73.8,81,70,549
"290",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,77,84.9,70,579
"291",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,74.5,82,64.9,519
"292",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,73.2,82,68,552
"293",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,68.3,73.9,61,622
"294",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,68.6,77,59,599
"295",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,70.9,82,59,678
"296",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,72.1,79,66,462
"297",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,76.6,88,66,542
"298",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,80.1,90,68,562
"299",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,75.6,90,71.1,578
"300",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,75.5,82,71.1,636
"301",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,74.5,84,64,521
"302",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,77.8,87.1,68,506
"303",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,76.4,87.1,71.1,482
"304",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,73.8,86,71.1,572
"305",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,75.1,84,69.8,599
"306",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2013,76.9,84,73.9,431
"307",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2013,75.7,82,71.1,551
"308",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2013,72.7,82,64.9,604
"309",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2013,73,82,64.9,493
"310",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2013,64.7,80.1,57,524
"311",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2013,65.3,82.9,57,632
"312",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2013,74.9,87.1,57,629
"313",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2013,84.4,96.1,68,576
"314",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2013,80,86,70,695
"315",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2013,70.1,87.1,66.9,652
"316",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2013,65.2,73,51.1,570
"317",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2013,57.8,73,50,627
"318",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2013,60,72,50,571
"319",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2013,64.3,78.1,51.1,536
"320",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2013,67.6,79,55,631
"321",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2013,57.5,69.1,50,661
"322",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2013,58.4,73,46.9,615
"323",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2013,62.5,73,46.9,539
"324",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2013,63,73,52,516
"325",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2013,61.8,71.1,57,553
"326",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2013,63.1,75,55.9,605
"327",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,68.2,82,55.9,616
"328",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,72.7,82.9,59,647
"329",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2013,71.7,82.9,63,590
"330",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013,73.5,86,63,658
"331",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013,69.6,75.9,62.1,618
"332",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,60.8,75.9,54,574
"333",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,58.3,66.9,53.1,529
"334",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2013,58.4,64.9,53.1,559
"335",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013,63.3,68,54,621
"336",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013,58.2,66,52,440
"337",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,60,72,52,615
"338",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,60.6,72,53.1,548
"339",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2013,65.3,73,62.1,574
"340",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013,63.5,73,57,680
"341",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013,57.4,66,50,616
"342",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,59.5,66.9,50,540
"343",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,51.8,66.9,48,558
"344",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2013,47.4,54,42.1,632
"345",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2013,46.3,54,39.9,647
"346",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2013,51.5,61,43,620
"347",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2013,50.2,61,43,600
"348",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2013,52.8,60.1,44.1,558
"349",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2013,59.7,64.9,46.9,615
"350",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,66.2,70,53.1,710
"351",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,39.4,55,35.1,658
"352",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,46.8,55,35.1,510
"353",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,54.4,61,41,635
"354",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,57.8,63,48,646
"355",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,45,48,39.9,682
"356",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,48.2,61,43,456
"357",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,42.8,52,34,647
"358",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,33.1,39,28.9,593
"359",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,40.7,52,33.1,620
"360",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,50,57,33.1,617
"361",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,60.4,64.9,51.1,611
"362",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,47.1,64.9,39.9,600
"363",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,37.5,51.1,32,607
"364",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,42.1,51.1,32,628
"365",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,52.8,57,35.1,702
"366",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2013,27.5,35.1,23,710
"367",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2013,35.9,41,23,867
"368",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2013,48.5,62.1,33.1,742
"369",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2013,33.2,39.2,30,429
"370",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2013,33.7,39,30,437
"371",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,45.1,48.9,36,549
"372",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,44.8,53.1,37.9,553
"373",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,45.7,53.1,37.9,520
"374",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,52.8,60.1,41,573
"375",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,52.4,62.1,43,759
"376",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,34.6,39,28.9,639
"377",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,35.7,39,30.9,539
"378",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,30.1,37,27,605
"379",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,26.8,33.1,23,648
"380",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,27.8,35.1,23,695
"381",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,30.3,39.9,26.1,640
"382",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,27.3,32,24.8,703
"383",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,28.9,37,23,701
"384",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,36.5,45,23,607
"385",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,46.8,53.1,30,674
"386",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,59.8,71.1,52,707
"387",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,38.8,64,34,515
"388",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,24.8,42.1,19,257
"389",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2013,31.9,35.1,28,428
"390",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2013,35.2,39.9,32,476
"391",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2013,39.8,48,28.9,476
"392",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2013,26,45,21,465
"393",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,28.2,33.1,21,399
"394",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,28.5,33.1,24.1,603
"395",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,15.6,24.8,10,423
"396",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,45.6,55,35.6,518
"397",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,12.3,36,3.9,491
"398",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,12.9,21,9,616
"399",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,25.3,32,9,561
"400",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,32.3,36,21.9,667
"401",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,42.7,54,37,568
"402",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,48.3,52,37,559
"403",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,42.6,46.9,39.2,583
"404",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,39.4,41,36.1,521
"405",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,37.8,44.6,32.7,589
"406",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,39,44.6,35.6,360
"407",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,25.2,39.2,14,1161
"408",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,12.3,17.6,6.8,498
"409",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,13.1,19.4,8.6,612
"410",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,14.7,19.4,10.4,705
"411",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,34.8,44.1,25,511
"412",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,17.8,26.1,12.9,504
"413",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,17.4,23,12,649
"414",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,21.2,30,14,657
"415",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,30.7,39,16,560
"416",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,35.5,55.9,30,960
"417",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,28.3,42.8,21.9,613
"418",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,31.8,35.1,21.9,468
"419",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,27.3,33.1,21.2,569
"420",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,27.6,32,24.1,675
"421",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,25.1,30.9,21,678
"422",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,21.7,28.9,16,636
"423",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,18.9,26.1,12.9,640
"424",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,29.9,36,12.9,447
"425",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,35.5,39.9,24.1,792
"426",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,23.7,32,18,491
"427",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,32,39,26.1,518
"428",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,38.4,45,26.1,552
"429",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,42.8,50,37.9,556
"430",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,39.4,48.2,35.6,545
"431",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,39.1,54,32,569
"432",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,28.2,44.1,24.1,513
"433",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,27.4,33.1,24.1,511
"434",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,24.6,34,19.9,571
"435",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,16.5,34,9,655
"436",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,25.3,39.9,19,440
"437",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,20.1,32,12.9,532
"438",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,31.3,37,28,491
"439",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,24.5,39,16,558
"440",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,30.2,37,16,533
"441",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,42.3,51.1,35.6,513
"442",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,53.6,64.9,36,510
"443",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,52.5,66,45,515
"444",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,28.7,55.9,18,545
"445",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,30.5,46,18,585
"446",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,28.9,42.1,23,519
"447",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,33.9,43,23,551
"448",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,36.9,44.1,28,525
"449",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,45.6,54,32,627
"450",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,44.1,54,39,589
"451",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,28,42.1,21,547
"452",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,32.4,39,21,474
"453",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,33.1,39,26.1,563
"454",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,30.5,44.1,21.9,538
"455",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,48,61,37.9,530
"456",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,43.5,55.9,36,559
"457",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,46.8,60.1,36,549
"458",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,47.3,60.1,39,519
"459",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,53.6,66.9,42.1,592
"460",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,44.4,54,39.9,622
"461",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,47.2,61,36,533
"462",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,52.6,64,43,606
"463",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,52.2,64,45,595
"464",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,50.5,61,42.1,645
"465",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,62.1,75,42.1,609
"466",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,67.3,77,54,514
"467",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,58.5,75,44.1,452
"468",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,38.8,63,30.9,570
"469",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,41.6,48.9,30.9,508
"470",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,41.4,48.9,36,496
"471",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,52,66.9,41,521
"472",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,59,71.1,41,459
"473",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,55.7,71.1,48,536
"474",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2014,50.5,62.1,42.1,586
"475",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2014,52.6,63,44.1,617
"476",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2014,54.5,66.9,45,597
"477",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2014,49.7,66.9,45,555
"478",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2014,44.2,52,41,651
"479",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,61.1,78.1,41,650
"480",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,63.4,78.1,51.1,698
"481",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,58.4,70,50,618
"482",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,60.3,71.1,50,565
"483",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,59.1,71.1,50,603
"484",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,55.9,69.1,50,596
"485",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,58,63,53.1,584
"486",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,73.8,84.9,60.1,581
"487",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,68.5,84.9,60.1,560
"488",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,58.2,73,52,638
"489",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,63.1,71.1,52,659
"490",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,65.9,71.1,57.9,700
"491",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,60.3,72,48.9,572
"492",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,66.2,78.1,48.9,650
"493",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,69.5,78.1,53.1,575
"494",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,62.7,73.9,60.1,593
"495",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,62.2,71.1,59,660
"496",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,74.7,86,55,433
"497",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,78.3,86,66,645
"498",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,61.5,86,55,538
"499",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,56.3,66,51.1,663
"500",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,63.3,75,51.1,650
"501",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,69.7,80.1,55,643
"502",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,75.3,87.1,59,663
"503",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,70.8,87.1,63,582
"504",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,68.1,82,61,569
"505",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,67.7,75.9,61,743
"506",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,67.4,73.9,62.6,528
"507",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,69.5,77,63,569
"508",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,67,77,61,576
"509",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,64.7,72,60.1,563
"510",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,69.5,79,60.1,708
"511",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,72.3,81,59,622
"512",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,77.7,89.1,63,666
"513",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,83.4,89.1,71.1,663
"514",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,74.9,89.1,69.1,675
"515",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,71.8,79,64,765
"516",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,71.8,81,64,644
"517",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,73.1,81,64.9,632
"518",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,75.4,84.9,68,646
"519",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,76.6,84.9,70,670
"520",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,75.1,82.9,69.1,660
"521",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,75.7,84,68,610
"522",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,79.1,89.1,69.1,616
"523",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,81.3,91,72,658
"524",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,77.3,91,72,740
"525",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,70.4,87.1,64.9,360
"526",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,79.8,90,66,614
"527",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,81.4,91,71.1,594
"528",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,78.8,86,72,569
"529",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,75.4,88,71.1,584
"530",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,76.8,86,72,642
"531",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,75.7,82.9,69.8,567
"532",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,75.3,86,72,587
"533",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,73.3,86,68,551
