date,wban,f0_
2016-01-01,14735,9.4
2016-01-01,04724,9.5
2016-01-01,94789,10
2016-01-01,04741,9.7
2016-01-01,14714,12.7
2016-01-01,14748,9.5
2016-01-01,14771,6.7
2016-01-01,54778,6.8
2016-01-01,14768,8
2015-12-31,64758,999.9
2015-12-31,04789,1.6
2015-12-31,14733,5.4
2015-12-31,14750,0.9
2015-12-31,14714,1.1
2015-12-31,54780,999.9
2015-12-31,14735,5.8
2015-12-31,14747,9.8
2015-12-31,64756,999.9
2015-12-31,54773,1.8
2015-12-31,14768,5.6
2015-12-31,94789,6.9
2015-12-31,54746,0.8
2015-12-31,94725,3.4
2015-12-31,54778,7.8
2015-12-31,14757,1.9
2015-12-31,94745,2
2015-12-31,04724,5.6
2015-12-31,54757,4.1
2015-12-31,54787,8.1
2015-12-31,94728,5.4
2015-12-31,94740,4.2
2015-12-31,14719,7.1
2015-12-31,00465,4.8
2015-12-31,94704,7.3
2015-12-31,14748,7.8
2015-12-31,64776,1.9
2015-12-31,14771,3
2015-12-31,94790,1.9
2015-12-31,14715,3.9
2015-12-31,04720,4.9
2015-12-31,04725,5.2
2015-12-31,04781,7.1
2015-12-31,14732,6.3
2015-12-31,54790,6.9
2015-12-31,64775,4.6
2015-12-30,99999,332.8676556578236
2015-12-30,54780,999.9
2015-12-30,14732,7.5
2015-12-30,04725,2.6
2015-12-30,14768,9.9
2015-12-30,94725,5
2015-12-30,04741,3.1
2015-12-30,94789,8.9
2015-12-30,14750,2
2015-12-30,54787,4.8
2015-12-30,54746,1.2
2015-12-30,54790,9.1
2015-12-30,04724,7.9
2015-12-30,14757,2.3
2015-12-30,14748,5
2015-12-30,14733,9.1
2015-12-30,54757,5.7
2015-12-30,64775,4.2
2015-12-30,64756,999.9
2015-12-30,00465,6.5
2015-12-30,14715,8.9
2015-12-30,14771,8.9
2015-12-30,64761,10
2015-12-30,04789,2.7
2015-12-30,04781,6.5
2015-12-30,94790,5.8
2015-12-30,54773,8.3
2015-12-30,94740,5.9
2015-12-30,04720,9.1
2015-12-30,64776,5
2015-12-30,94761,8.8
2015-12-30,94704,9.7
2015-12-30,14747,10
2015-12-30,94745,1.1
2015-12-30,14735,3.2
2015-12-30,54778,9.7
2015-12-30,14719,8.8
2015-12-30,94728,5.4
2015-12-30,64758,999.9
2015-12-30,14714,1.9
2015-12-29,94761,9.1
2015-12-29,94728,5.8
2015-12-29,54757,6
2015-12-29,04741,2.9
2015-12-29,14771,6.3
2015-12-29,94704,9.5
2015-12-29,14757,4.4
2015-12-29,14750,3.4
2015-12-29,94725,3.3
2015-12-29,64776,4.2
2015-12-29,94790,2.4
2015-12-29,64758,999.9
2015-12-29,14715,3.4
2015-12-29,14719,7.2
2015-12-29,54790,6.8
2015-12-29,14748,7.9
2015-12-29,14735,4.1
2015-12-29,04720,7.3
2015-12-29,99999,328.46408397359704
2015-12-29,14714,3.8
2015-12-29,00465,6
2015-12-29,04789,5.3
2015-12-29,14768,7.2
2015-12-29,64756,999.9
2015-12-29,54787,5.3
2015-12-29,94745,4.2
2015-12-29,04781,5.6
2015-12-29,54746,5.2
2015-12-29,94740,4.3
2015-12-29,54773,4.9
2015-12-29,54780,999.9
2015-12-29,14747,8.1
2015-12-29,54778,8.1
2015-12-29,64775,4.6
2015-12-29,04724,5.9
2015-12-29,14732,5.5
2015-12-29,04725,5.1
2015-12-29,14733,6.4
2015-12-29,94789,6.8
2015-12-28,14732,9.9
2015-12-28,54778,8.1
2015-12-28,04724,9.8
2015-12-28,64776,9.3
2015-12-28,14719,10
2015-12-28,94745,9.8
2015-12-28,94704,9.7
2015-12-28,54780,999.9
2015-12-28,04789,10
2015-12-28,54746,10
2015-12-28,04725,8.8
2015-12-28,14771,8.9
2015-12-28,64775,10
2015-12-28,94725,9.8
2015-12-28,94740,6.8
2015-12-28,64758,999.9
2015-12-28,14747,9.5
2015-12-28,94761,8.2
2015-12-28,14757,10
2015-12-28,94728,9.9
2015-12-28,14748,9.7
2015-12-28,14733,9.4
2015-12-28,94789,9.9
2015-12-28,64761,10
2015-12-28,99999,335.52197386891385
2015-12-28,54790,10
2015-12-28,94790,9.9
2015-12-28,14714,13.9
2015-12-28,04781,10
2015-12-28,14735,10
2015-12-28,54773,9.4
2015-12-28,14750,9.8
2015-12-28,04720,9.8
2015-12-28,14768,9.4
2015-12-28,04741,10
2015-12-28,00465,9.8
2015-12-28,14715,10
2015-12-28,54757,8.6
2015-12-28,64756,999.9
2015-12-28,54787,10
2015-12-27,99999,337.39821583045051
2015-12-27,04725,7
2015-12-27,14733,6
2015-12-27,14732,5.6
2015-12-27,94761,7.7
2015-12-27,14748,8.2
2015-12-27,14771,7.1
2015-12-27,64776,7.7
2015-12-27,64756,999.9
2015-12-27,14715,8.8
2015-12-27,14747,7.2
2015-12-27,94728,6
2015-12-27,04741,6.8
2015-12-27,14757,7.3
2015-12-27,54778,8.1
2015-12-27,04724,7.1
2015-12-27,94740,6.4
2015-12-27,14719,5.2
2015-12-27,94704,7.9
2015-12-27,54773,6.9
2015-12-27,54757,5.9
2015-12-27,14750,5.9
2015-12-27,94790,6
2015-12-27,00465,5.8
2015-12-27,14714,5.9
2015-12-27,04789,7.2
2015-12-27,54790,6.7
2015-12-27,94725,6.2
2015-12-27,64758,999.9
2015-12-27,94789,5.1
2015-12-27,54787,6.4
2015-12-27,04781,5.1
2015-12-27,14735,7.7
2015-12-27,54780,999.9
2015-12-27,94745,5.3
2015-12-27,54746,5.9
2015-12-27,64775,6
2015-12-27,04720,5.5
2015-12-27,14768,9.1
2015-12-26,99999,335.30496469309918
2015-12-26,14732,9.6
2015-12-26,14719,9.1
2015-12-26,94745,10
2015-12-26,54778,9.9
2015-12-26,94704,9.9
2015-12-26,54746,10
2015-12-26,14748,9.8
2015-12-26,64756,999.9
2015-12-26,94789,7.9
2015-12-26,04725,10
2015-12-26,14771,7.7
2015-12-26,64775,7.2
2015-12-26,14750,10
2015-12-26,04724,9.6
2015-12-26,64776,10
2015-12-26,54787,9.3
2015-12-26,54790,9.2
2015-12-26,54757,9.5
2015-12-26,94790,8.4
2015-12-26,14747,9.9
2015-12-26,04781,8.5
2015-12-26,14735,10
2015-12-26,64761,10
2015-12-26,04741,10.5
2015-12-26,14715,10
2015-12-26,00465,9.2
2015-12-26,94728,9.9
2015-12-26,14757,10
2015-12-26,14733,9.8
2015-12-26,14768,8.8
2015-12-26,94740,9
2015-12-26,14714,14
2015-12-26,04720,10
2015-12-26,94761,7.3
2015-12-26,54780,999.9
2015-12-26,54773,6.6
2015-12-26,94725,9.3
2015-12-26,04789,10
2015-12-26,64758,999.9
2015-12-25,99999,336.98083779941038
2015-12-25,94728,9.2
2015-12-25,54757,10
2015-12-25,14747,10
2015-12-25,14732,9.8
2015-12-25,04781,3.7
2015-12-25,54778,10
2015-12-25,14750,10
2015-12-25,94790,10
2015-12-25,54773,10
2015-12-25,54787,3
2015-12-25,04741,10.4
2015-12-25,00465,10
2015-12-25,14748,8.3
2015-12-25,64758,999.9
2015-12-25,04789,7.4
2015-12-25,54790,4.6
2015-12-25,64756,999.9
2015-12-25,14714,13.9
2015-12-25,04725,10
2015-12-25,14768,10
2015-12-25,94704,10
2015-12-25,14771,10
2015-12-25,94725,10
2015-12-25,64776,10
2015-12-25,94740,10
2015-12-25,54746,8.6
2015-12-25,04724,9.8
2015-12-25,14715,10
2015-12-25,54780,999.9
2015-12-25,94745,10
2015-12-25,14735,10
2015-12-25,14733,10
2015-12-25,94789,2.9
2015-12-25,14757,8.1
2015-12-25,64775,9.9
2015-12-25,14719,4.4
2015-12-25,94761,10
2015-12-25,04720,10
2015-12-24,99999,331.78737715658548
2015-12-24,94745,4.3
2015-12-24,54746,7.7
2015-12-24,54773,10
2015-12-24,14735,6.3
2015-12-24,94761,10
2015-12-24,00465,10
2015-12-24,54780,999.9
2015-12-24,14748,10
2015-12-24,54757,9.8
2015-12-24,14771,10
2015-12-24,04720,10
2015-12-24,64761,4.2
2015-12-24,04741,9.2
2015-12-24,14714,9.9
2015-12-24,14732,5.8
2015-12-24,14757,5.8
2015-12-24,14768,10
2015-12-24,94728,7.4
2015-12-24,64776,9.8
2015-12-24,64775,10
2015-12-24,14750,4.7
2015-12-24,04724,9.9
2015-12-24,94790,10
2015-12-24,14719,3.7
2015-12-24,94704,10
2015-12-24,54790,4.9
2015-12-24,04781,3.7
2015-12-24,04725,9.1
2015-12-24,94789,4.7
2015-12-24,94725,9.2
2015-12-24,04789,6.7
2015-12-24,54778,10
2015-12-24,14733,10
2015-12-24,64756,999.9
2015-12-24,14715,9.9
2015-12-24,94740,10
2015-12-24,64758,999.9
2015-12-24,54787,4.2
2015-12-24,14747,10
2015-12-23,04789,1.3
2015-12-23,54757,6.8
2015-12-23,64775,6.9
2015-12-23,14750,1.7
2015-12-23,14735,3.5
2015-12-23,54778,5.8
2015-12-23,94789,2.6
2015-12-23,14747,9.3
2015-12-23,04741,3.5
2015-12-23,00465,8.1
2015-12-23,94761,6.8
2015-12-23,14748,6.4
2015-12-23,04725,6.5
2015-12-23,94704,9.2
2015-12-23,64776,5.6
2015-12-23,94745,1.9
2015-12-23,94725,1.4
2015-12-23,54787,2.1
2015-12-23,99999,326.60583973180479
2015-12-23,54780,999.9
2015-12-23,14732,4.2
2015-12-23,04781,1.4
2015-12-23,14768,7.5
2015-12-23,94740,7.3
2015-12-23,64758,999.9
2015-12-23,14714,1.5
2015-12-23,14757,1.9
2015-12-23,54773,6.6
2015-12-23,94790,6.3
2015-12-23,04724,5.6
2015-12-23,64756,999.9
2015-12-23,14719,2.2
2015-12-23,14715,9
2015-12-23,54790,3.1
2015-12-23,94728,4.3
2015-12-23,14733,7.8
2015-12-23,54746,3.2
2015-12-23,14771,9.3
2015-12-23,04720,8.6
2015-12-22,99999,326.33736251887228
2015-12-22,94728,8.9
2015-12-22,64756,999.9
2015-12-22,54787,6.8
2015-12-22,14715,9.5
2015-12-22,64761,3.6
2015-12-22,00465,6.3
2015-12-22,14732,8.9
2015-12-22,04724,9.8
2015-12-22,14768,9
2015-12-22,14757,7.4
2015-12-22,14748,8.1
2015-12-22,04720,6.3
2015-12-22,14714,7.7
2015-12-22,54780,999.9
2015-12-22,54746,7.3
2015-12-22,94789,8.1
2015-12-22,14747,9.4
2015-12-22,94740,7
2015-12-22,04781,6.5
2015-12-22,64775,6.7
2015-12-22,14750,6.5
2015-12-22,14719,7.5
2015-12-22,04741,5
2015-12-22,94704,8.7
2015-12-22,04725,8.4
2015-12-22,94790,8
2015-12-22,54757,6.7
2015-12-22,94761,8.9
2015-12-22,94745,7.3
2015-12-22,54773,8.2
2015-12-22,14735,7.6
2015-12-22,14771,8.5
2015-12-22,64758,999.9
2015-12-22,04789,6.7
2015-12-22,54790,7.5
2015-12-22,54778,8.3
2015-12-22,14733,7.7
2015-12-22,94725,4.5
2015-12-22,64776,5.4
2015-12-21,99999,323.857136640558
2015-12-21,94704,10
2015-12-21,14735,10
2015-12-21,14768,10
2015-12-21,94789,10
2015-12-21,00465,9.5
2015-12-21,04724,8.9
2015-12-21,94790,9.7
2015-12-21,54790,9.8
2015-12-21,14757,10
2015-12-21,04725,10
2015-12-21,14748,10
2015-12-21,14750,10
2015-12-21,14747,9.9
2015-12-21,04789,10
2015-12-21,64776,10
2015-12-21,54787,10
2015-12-21,14732,10
2015-12-21,64775,10
2015-12-21,14733,8.6
2015-12-21,94761,10
2015-12-21,04781,10
2015-12-21,94740,10
2015-12-21,14714,13.8
2015-12-21,54746,10
2015-12-21,94728,10
2015-12-21,14771,10
2015-12-21,54780,999.9
2015-12-21,94725,9.7
2015-12-21,64758,999.9
2015-12-21,14715,10
2015-12-21,64756,999.9
2015-12-21,94745,10
2015-12-21,54773,10
2015-12-21,54757,9.3
2015-12-21,54778,10
2015-12-21,14719,10
2015-12-21,04741,11.1
2015-12-21,04720,9.1
2015-12-20,99999,336.14565385892973
2015-12-20,94728,10
2015-12-20,54746,10
2015-12-20,54757,9.8
2015-12-20,64758,999.9
2015-12-20,94740,7.5
2015-12-20,54780,999.9
2015-12-20,04789,10
2015-12-20,94745,10
2015-12-20,54778,10
2015-12-20,94725,9.7
2015-12-20,14747,10
2015-12-20,94704,10
2015-12-20,14771,9.5
2015-12-20,64775,8.5
2015-12-20,64776,9.4
2015-12-20,64756,999.9
2015-12-20,94789,10
2015-12-20,14735,10
2015-12-20,14768,10
2015-12-20,94790,9.8
2015-12-20,54790,10
2015-12-20,14757,10
2015-12-20,04724,10
2015-12-20,54787,10
2015-12-20,04741,11
2015-12-20,00465,9.7
2015-12-20,14748,9.9
2015-12-20,14733,10
2015-12-20,14715,9.9
2015-12-20,04720,10
2015-12-20,14732,10
2015-12-20,04781,10
2015-12-20,54773,8.7
2015-12-20,14714,14.1
2015-12-20,94761,10
2015-12-20,14750,9.6
2015-12-20,04725,10
2015-12-20,14719,10
2015-12-20,64761,10
2015-12-19,99999,336.69794663445697
2015-12-19,14757,10
2015-12-19,54778,9.4
2015-12-19,14719,10
2015-12-19,00465,2.8
2015-12-19,14715,10
2015-12-19,54780,999.9
2015-12-19,04789,9.5
2015-12-19,94745,10
2015-12-19,04725,8.1
2015-12-19,14771,9.9
2015-12-19,64775,9.8
2015-12-19,14747,7.2
2015-12-19,14733,9.9
2015-12-19,94704,8.4
2015-12-19,14768,9.7
2015-12-19,94789,10
2015-12-19,54746,9.4
2015-12-19,14748,7
2015-12-19,54757,3.9
2015-12-19,54790,10
2015-12-19,94728,10
2015-12-19,94761,8.8
2015-12-19,14714,13.2
2015-12-19,94740,7.4
2015-12-19,14735,10
2015-12-19,94790,9.7
2015-12-19,54773,7.2
2015-12-19,04720,3.1
2015-12-19,04781,10
2015-12-19,14750,9.3
2015-12-19,04724,9.9
2015-12-19,64776,9
2015-12-19,64758,999.9
2015-12-19,54787,10
2015-12-19,14732,10
2015-12-19,94725,8.1
2015-12-19,64756,999.9
2015-12-19,04741,11.3
2015-12-18,14748,9.5
2015-12-18,64776,8.9
2015-12-18,94740,9
2015-12-18,00465,10
2015-12-18,94761,8.6
2015-12-18,14733,9
2015-12-18,54790,8.9
2015-12-18,14732,8.7
2015-12-18,94725,8.7
2015-12-18,14715,9.9
2015-12-18,04720,9.8
2015-12-18,64758,999.9
2015-12-18,54787,6.5
2015-12-18,14735,9.9
2015-12-18,14750,8.6
2015-12-18,04741,10
2015-12-18,99999,329.42048611111193
2015-12-18,94704,10
2015-12-18,04789,8.2
2015-12-18,14757,7
2015-12-18,54746,7.7
2015-12-18,54773,10
2015-12-18,94790,10
2015-12-18,14714,9.5
2015-12-18,14747,9.2
2015-12-18,64761,999.9
2015-12-18,94745,7.4
2015-12-18,54778,10
2015-12-18,64775,9.1
2015-12-18,14719,8.8
2015-12-18,04781,7.2
2015-12-18,94728,8.7
2015-12-18,04725,8.7
2015-12-18,14768,10
2015-12-18,54780,999.9
2015-12-18,14771,9.7
2015-12-18,54757,9.8
2015-12-18,64756,999.9
2015-12-18,94789,9
2015-12-18,04724,10
2015-12-17,99999,327.6627959535075
2015-12-17,04741,10
2015-12-17,94704,9.8
2015-12-17,04789,6.5
2015-12-17,14757,6.6
2015-12-17,04725,8.6
2015-12-17,64756,999.9
2015-12-17,14732,7.4
2015-12-17,94745,1.5
2015-12-17,54746,8
2015-12-17,64758,999.9
2015-12-17,94728,6.8
2015-12-17,54757,8.4
2015-12-17,94725,7.1
2015-12-17,54773,7.1
2015-12-17,14771,8.6
2015-12-17,94790,7.1
2015-12-17,94740,8.8
2015-12-17,14715,9.7
2015-12-17,64761,7.8
2015-12-17,14714,4.9
2015-12-17,54780,999.9
2015-12-17,54778,9
2015-12-17,14750,9.2
2015-12-17,64776,10
2015-12-17,94789,8.4
2015-12-17,00465,7
2015-12-17,04781,7
2015-12-17,04720,8
2015-12-17,14733,9.7
2015-12-17,14719,7.8
2015-12-17,14747,9.8
2015-12-17,94761,8.9
2015-12-17,54790,8.6
2015-12-17,04724,9.8
2015-12-17,14768,9.2
2015-12-17,54787,4.4
2015-12-17,14748,9.2
2015-12-17,14735,8.2
2015-12-17,64775,8.4
2015-12-16,14735,10
2015-12-16,94725,9.9
2015-12-16,14719,10
2015-12-16,04741,10
2015-12-16,00465,6.9
2015-12-16,54790,10
2015-12-16,64775,10
2015-12-16,14750,9.8
2015-12-16,14768,9.8
2015-12-16,64758,999.9
2015-12-16,94789,10
2015-12-16,54780,999.9
2015-12-16,04781,9.6
2015-12-16,64776,9.6
2015-12-16,14715,10
2015-12-16,54787,9.7
2015-12-16,64761,999.9
2015-12-16,04725,9.5
2015-12-16,94728,10
2015-12-16,04724,8.7
2015-12-16,94704,8.5
2015-12-16,14757,10
2015-12-16,54746,10
2015-12-16,14733,9.3
2015-12-16,99999,319.12174902470855
2015-12-16,14771,10
2015-12-16,14714,13.8
2015-12-16,94761,9.3
2015-12-16,14748,10
2015-12-16,14747,9.9
2015-12-16,04789,10
2015-12-16,94745,10
2015-12-16,14732,10
2015-12-16,04720,9.1
2015-12-16,94740,7.5
2015-12-16,54773,10
2015-12-16,54757,7.4
2015-12-16,54778,9.8
2015-12-16,94790,10
2015-12-16,64756,999.9
2015-12-15,99999,327.29341207064692
2015-12-15,94761,9.8
2015-12-15,54746,9.1
2015-12-15,14735,8.4
2015-12-15,94725,7.5
2015-12-15,04741,9
2015-12-15,00465,8.3500000000000014
2015-12-15,54773,8.8
2015-12-15,04725,9.3
2015-12-15,64756,999.9
2015-12-15,64775,8.2
2015-12-15,14768,10
2015-12-15,14719,7.4
2015-12-15,94745,6.9
2015-12-15,14733,9.7
2015-12-15,94740,7.1
2015-12-15,54778,9.7
2015-12-15,94789,7.5
2015-12-15,14714,12.7
2015-12-15,14757,9.3
2015-12-15,64776,9.2
2015-12-15,14747,9.2
2015-12-15,04789,7.7
2015-12-15,04720,8.8
2015-12-15,94704,9.7
2015-12-15,54780,999.9
2015-12-15,14732,8.5
2015-12-15,14748,9.7
2015-12-15,54757,8.9
2015-12-15,14715,8.9
2015-12-15,14771,8.6
2015-12-15,14750,7.7
2015-12-15,04724,9.8
2015-12-15,94790,8.3
2015-12-15,54790,7.4
2015-12-15,04781,7.1
2015-12-15,94728,9
2015-12-15,64758,999.9
2015-12-15,54787,7.7
2015-12-14,99999,327.63641203955177
2015-12-14,54780,999.9
2015-12-14,94740,10
2015-12-14,64756,999.9
2015-12-14,00465,9.6
2015-12-14,94745,3.7
2015-12-14,14768,10
2015-12-14,94725,7.2
2015-12-14,94704,9.6
2015-12-14,04725,7.7
2015-12-14,04720,9.7
2015-12-14,94761,9.3
2015-12-14,54746,4.4
2015-12-14,64758,999.9
2015-12-14,04781,4.7
2015-12-14,14748,7.6
2015-12-14,14771,9.6
2015-12-14,64776,10
2015-12-14,14747,9.9
2015-12-14,14714,7
2015-12-14,54790,5.8
2015-12-14,94728,6.3
2015-12-14,04724,8.8
2015-12-14,94790,9.2
2015-12-14,14757,9.4
2015-12-14,54773,9.3
2015-12-14,54778,8.3
2015-12-14,64775,9.5
2015-12-14,94789,4.6
2015-12-14,14719,5.8
2015-12-14,04741,9.6
2015-12-14,54757,9.2
2015-12-14,54787,4.8
2015-12-14,04789,8.4
2015-12-14,14732,5.1
2015-12-14,14735,9.9
2015-12-14,14750,10
2015-12-14,14733,9.8
2015-12-14,14715,10
2015-12-13,54790,6.8
2015-12-13,04781,6.5
2015-12-13,04724,8.4
2015-12-13,94725,10
2015-12-13,94790,9.9
2015-12-13,14747,5.9
2015-12-13,04741,10
2015-12-13,54746,4.9
2015-12-13,64758,999.9
2015-12-13,54773,10
2015-12-13,54778,5.9
2015-12-13,64775,9.8
2015-12-13,14750,10
2015-12-13,14714,11.8
2015-12-13,94704,5.9
2015-12-13,54780,999.9
2015-12-13,14771,10
2015-12-13,14748,9.3
2015-12-13,54787,7.3
2015-12-13,99999,333.36953073364236
2015-12-13,04789,8.8
2015-12-13,14732,6.7
2015-12-13,14757,9.7
2015-12-13,94761,8.1
2015-12-13,14715,10
2015-12-13,00465,6
2015-12-13,54757,6.7
2015-12-13,14768,9.2
2015-12-13,14733,8
2015-12-13,64776,10
2015-12-13,04720,4.6
2015-12-13,94745,7.1
2015-12-13,04725,6.6
2015-12-13,94740,9.9
2015-12-13,64756,999.9
2015-12-13,94789,8.4
2015-12-13,14719,6.2
2015-12-13,94728,6.5
2015-12-13,14735,10
2015-12-12,04781,7.9
2015-12-12,54773,9.8
2015-12-12,04724,9.5
2015-12-12,94789,9.7
2015-12-12,04741,9.5
2015-12-12,14733,10
2015-12-12,64776,10
2015-12-12,14747,9.5
2015-12-12,54780,999.9
2015-12-12,04720,9.2
2015-12-12,54746,8.6
2015-12-12,00465,9.5
2015-12-12,94745,7.8
2015-12-12,04725,10
2015-12-12,94725,10
2015-12-12,94790,8.5
2015-12-12,64758,999.9
2015-12-12,14719,7.6
2015-12-12,64775,10
2015-12-12,99999,339.07652021474843
2015-12-12,14757,9.5
2015-12-12,54757,8.1
2015-12-12,54790,8.9
2015-12-12,94740,10
2015-12-12,54787,9.3
2015-12-12,94704,10
2015-12-12,94728,7.1
2015-12-12,14748,10
2015-12-12,14768,9.9
2015-12-12,64761,10
2015-12-12,14714,13.8
2015-12-12,94761,10
2015-12-12,14715,9.4
2015-12-12,14735,10
2015-12-12,14750,9.8
2015-12-12,04789,7
2015-12-12,14732,8.5
2015-12-12,14771,10
2015-12-12,54778,9.8
2015-12-12,64756,999.9
2015-12-11,99999,333.60574240294153
2015-12-11,94728,8
2015-12-11,54778,9.7
2015-12-11,94761,9.9
2015-12-11,54773,10
2015-12-11,64758,999.9
2015-12-11,04789,7.4
2015-12-11,54757,10
2015-12-11,14747,10
2015-12-11,54746,6.5
2015-12-11,14771,10
2015-12-11,14714,9.6
2015-12-11,14733,10
2015-12-11,94704,10
2015-12-11,04781,3.8
2015-12-11,14735,9.9
2015-12-11,04720,10
2015-12-11,94740,9.9
2015-12-11,54780,999.9
2015-12-11,14757,7.6
2015-12-11,94745,3.6
2015-12-11,14768,10
2015-12-11,00465,10
2015-12-11,54787,5
2015-12-11,14715,10
2015-12-11,94789,6.7
2015-12-11,04741,10
2015-12-11,94790,9.8
2015-12-11,54790,4
2015-12-11,04725,9.6
2015-12-11,64775,9.8
2015-12-11,64776,10
2015-12-11,14732,8.2
2015-12-11,14748,9.8
2015-12-11,14719,3.6
2015-12-11,04724,10
2015-12-11,64756,999.9
2015-12-11,94725,10
2015-12-11,14750,6.5
2015-12-10,99999,332.08559991344862
2015-12-10,04781,9.2
2015-12-10,54757,7.2
2015-12-10,14771,9
2015-12-10,64758,999.9
2015-12-10,14719,9
2015-12-10,54746,8
2015-12-10,94761,8.3
2015-12-10,14748,7.9
2015-12-10,14735,9.7
2015-12-10,94725,8.7
2015-12-10,94740,9.1
2015-12-10,64756,999.9
2015-12-10,64761,10
2015-12-10,94704,9.6
2015-12-10,94745,8.3
2015-12-10,04725,7.2
2015-12-10,64776,9.4
2015-12-10,14757,9.5
2015-12-10,14750,7.9
2015-12-10,14733,7.5
2015-12-10,14768,9.4
2015-12-10,94790,5.6
2015-12-10,94789,9.9
2015-12-10,14714,11.1
2015-12-10,64775,7.7
2015-12-10,04724,7
2015-12-10,00465,8.5
2015-12-10,54780,999.9
2015-12-10,14732,9.5
2015-12-10,04789,8.5
2015-12-10,54778,8.9
2015-12-10,14715,10
2015-12-10,54787,9.9
2015-12-10,14747,9.5
2015-12-10,54790,9.3
2015-12-10,94728,999.9
2015-12-10,54773,8.5
2015-12-10,04741,6.9
2015-12-10,04720,7.7
2015-12-09,14757,8.4
2015-12-09,14714,9.5
2015-12-09,54746,8.5
2015-12-09,54757,9.6
2015-12-09,14735,10
2015-12-09,64775,9.8
2015-12-09,14733,10
2015-12-09,94745,8.9
2015-12-09,04725,9.1
2015-12-09,64758,999.9
2015-12-09,94728,999.9
2015-12-09,14748,7.6
2015-12-09,94725,9.3
2015-12-09,14719,9.9
2015-12-09,64761,10
2015-12-09,00465,9.5
2015-12-09,14715,10
2015-12-09,99999,325.21437717013674
2015-12-09,04789,8.4
2015-12-09,54790,8.8
2015-12-09,94740,9.8
2015-12-09,64756,999.9
2015-12-09,04741,7.8
2015-12-09,94761,9.3
2015-12-09,94704,9.5
2015-12-09,64776,9.3
2015-12-09,54787,10
2015-12-09,14747,10
2015-12-09,54773,9.8
2015-12-09,94790,7.8
2015-12-09,14732,9.8
2015-12-09,14771,9.7
2015-12-09,14768,9.9
2015-12-09,54780,999.9
2015-12-09,04781,9.3
2015-12-09,54778,7.3
2015-12-09,14750,6.2
2015-12-09,04724,9.1
2015-12-09,94789,10
2015-12-09,04720,8.5
2015-12-08,99999,327.1508379888275
2015-12-08,04789,10
2015-12-08,64775,9.3
2015-12-08,94740,10
2015-12-08,54790,9.9
2015-12-08,94728,999.9
2015-12-08,54773,9.9
2015-12-08,14748,9.6
2015-12-08,54757,4.8
2015-12-08,64758,999.9
2015-12-08,94745,10
2015-12-08,14768,8.7
2015-12-08,54787,10
2015-12-08,94761,10
2015-12-08,14715,10
2015-12-08,14757,10
2015-12-08,94725,9.9
2015-12-08,94789,10
2015-12-08,54778,9.5
2015-12-08,04720,2.2
2015-12-08,54780,999.9
2015-12-08,14732,10
2015-12-08,64776,9.8
2015-12-08,00465,3.55
2015-12-08,54746,9.4
2015-12-08,14719,9.7
2015-12-08,14735,9.5
2015-12-08,94704,9.2
2015-12-08,04781,10
2015-12-08,14733,6.8
2015-12-08,04724,8
2015-12-08,14714,12
2015-12-08,04725,9.8
2015-12-08,14771,10
2015-12-08,94790,9.5
2015-12-08,14747,7.1
2015-12-08,14750,7.6
2015-12-08,64756,999.9
2015-12-08,04741,9
2015-12-07,99999,327.28636068413044
2015-12-07,14732,8.7
2015-12-07,54778,9.1
2015-12-07,14733,7.8
2015-12-07,00465,9.8
2015-12-07,94704,9.3
2015-12-07,04781,5.8
2015-12-07,14771,7.6
2015-12-07,64776,8.8
2015-12-07,04789,7.7
2015-12-07,94745,8.4
2015-12-07,14735,3.8
2015-12-07,14768,9
2015-12-07,14714,10.5
2015-12-07,14757,5.1
2015-12-07,14748,6.7
2015-12-07,54787,8.4
2015-12-07,54757,9.5
2015-12-07,14750,0.2
2015-12-07,04741,7.3
2015-12-07,14719,5.6
2015-12-07,94728,999.9
2015-12-07,64775,8.8
2015-12-07,04724,6.3
2015-12-07,94790,5.4
2015-12-07,94740,9.9
2015-12-07,94761,9.9
2015-12-07,54790,6.3
2015-12-07,54773,6.8
2015-12-07,64758,999.9
2015-12-07,04725,9.8
2015-12-07,94725,8
2015-12-07,04720,9.1
2015-12-07,64756,999.9
2015-12-07,94789,8.9
2015-12-07,14747,7.6
2015-12-07,14715,9.4
2015-12-07,54746,9.9
2015-12-07,54780,999.9
2015-12-06,54790,7
2015-12-06,54746,7.9
2015-12-06,14748,4.5
2015-12-06,14747,9.2
2015-12-06,04789,8.8
2015-12-06,94740,5
2015-12-06,94704,10
2015-12-06,94728,999.9
2015-12-06,04725,6.7
2015-12-06,04724,5.5
2015-12-06,14768,6.5
2015-12-06,94789,9.9
2015-12-06,94761,8.1
2015-12-06,04781,7.1
2015-12-06,54778,7.1
2015-12-06,14750,2.5
2015-12-06,94725,7.9
2015-12-06,64776,7.8
2015-12-06,64758,999.9
2015-12-06,04741,6.4
2015-12-06,54780,999.9
2015-12-06,14719,8.7
2015-12-06,99999,331.86229616571296
2015-12-06,54787,9.9
2015-12-06,14714,9.3
2015-12-06,00465,9.9
2015-12-06,54757,9.7
2015-12-06,14735,4.4
2015-12-06,64775,6.3
2015-12-06,14757,5.4
2015-12-06,64756,999.9
2015-12-06,14715,7.5
2015-12-06,14732,9.5
2015-12-06,94745,8.7
2015-12-06,54773,4.4
