date,wban,f0_
2018-08-29,94704,9.4
2018-08-29,94790,7.7
2018-08-29,94761,9.5
2018-08-29,14757,9.3
2018-08-29,04724,10
2018-08-29,64776,9.9
2018-08-29,04781,9.1
2018-08-29,14732,10
2018-08-29,14771,9.9
2018-08-29,14768,10
2018-08-29,14735,9.8
2018-08-29,14733,10
2018-08-29,94745,9.8
2018-08-29,64758,999.9
2018-08-29,04741,13.2
2018-08-29,00465,9.3
2018-08-29,64761,8.4
2018-08-29,04720,8.9
2018-08-29,54746,7.5
2018-08-29,14719,6.5
2018-08-29,14747,9.7
2018-08-29,54778,9
2018-08-29,64775,9.2
2018-08-29,94725,8.8
2018-08-29,04789,7.8
2018-08-29,54757,9
2018-08-29,54773,9.6
2018-08-29,54787,9.8
2018-08-29,04725,10
2018-08-29,54780,999.9
2018-08-29,94789,9.6
2018-08-29,14750,9.3
2018-08-29,54790,7.3
2018-08-29,94728,9
2018-08-28,04741,11.5
2018-08-28,00465,9.9
2018-08-28,14748,6.4
2018-08-28,14715,9.5
2018-08-28,94740,9.3
2018-08-28,04789,6.7
2018-08-28,94790,6.8
2018-08-28,04720,9.7
2018-08-28,54787,8.4
2018-08-28,04724,9
2018-08-28,14747,10
2018-08-28,14768,9.7
2018-08-28,04725,8
2018-08-28,94789,8.8
2018-08-28,14733,10
2018-08-28,14735,9.8
2018-08-28,94728,7.4
2018-08-28,04781,7.9
2018-08-28,64775,7.9
2018-08-28,54790,6.1
2018-08-28,99999,333.51483497394526
2018-08-28,64758,999.9
2018-08-28,64756,999.9
2018-08-28,14714,8.5
2018-08-28,64761,8
2018-08-28,54746,6.4
2018-08-28,14719,6.1
2018-08-28,94725,8.7
2018-08-28,54757,7.9
2018-08-28,94761,9.2
2018-08-28,14757,7.8
2018-08-28,54773,8.5
2018-08-28,14750,8
2018-08-28,94745,8.9
2018-08-28,14771,9.9
2018-08-28,14732,9.8
2018-08-28,64776,9.7
2018-08-28,54780,999.9
2018-08-28,54778,8.1
2018-08-28,94704,8.6
2018-08-27,64758,999.9
2018-08-27,64756,999.9
2018-08-27,14714,9.2
2018-08-27,94790,3.2
2018-08-27,14715,9.3
2018-08-27,14750,7.9
2018-08-27,14733,7.3
2018-08-27,54773,5.5
2018-08-27,14747,7.4
2018-08-27,14771,8.9
2018-08-27,64775,6.8
2018-08-27,94704,9.4
2018-08-27,14719,9.4
2018-08-27,54790,9.8
2018-08-27,94728,8.7
2018-08-27,14757,9.2
2018-08-27,54778,7.4
2018-08-27,99999,331.83450638791595
2018-08-27,04724,5
2018-08-27,04741,14.3
2018-08-27,00465,7.2
2018-08-27,64761,10
2018-08-27,54746,6.3
2018-08-27,54757,5.9
2018-08-27,94740,7.3
2018-08-27,04720,6
2018-08-27,14748,6.9
2018-08-27,04725,7.3
2018-08-27,94725,8.1
2018-08-27,94761,6.8
2018-08-27,64776,9.3
2018-08-27,04789,7.5
2018-08-27,04781,10
2018-08-27,14768,7.9
2018-08-27,94745,9.9
2018-08-27,14735,10
2018-08-27,94789,10
2018-08-27,14732,10
2018-08-27,54787,10
2018-08-27,54780,999.9
2018-08-26,64758,999.9
2018-08-26,64756,999.9
2018-08-26,14714,12.7
2018-08-26,64761,10
2018-08-26,00465,9.8
2018-08-26,04720,9.2
2018-08-26,14747,9.6
2018-08-26,94740,9.8
2018-08-26,14750,8.9
2018-08-26,04725,10
2018-08-26,04724,8.6
2018-08-26,94725,10
2018-08-26,04789,8.3
2018-08-26,54778,9.9
2018-08-26,04781,10
2018-08-26,54773,9.5
2018-08-26,14715,10
2018-08-26,14732,10
2018-08-26,94789,10
2018-08-26,14771,9.9
2018-08-26,99999,330.16601299467715
2018-08-26,04741,12.5
2018-08-26,54757,8.9
2018-08-26,14748,10
2018-08-26,94790,7.3
2018-08-26,54787,10
2018-08-26,94761,10
2018-08-26,54790,9.8
2018-08-26,14733,10
2018-08-26,54746,9.1
2018-08-26,94704,10
2018-08-26,54780,999.9
2018-08-26,14768,10
2018-08-26,14735,10
2018-08-26,14719,10
2018-08-26,14757,10
2018-08-26,64775,9.9
2018-08-26,94745,10
2018-08-26,64776,10
2018-08-26,94728,10
2018-08-25,99999,328.9099705362392
2018-08-25,04741,10
2018-08-25,64761,10
2018-08-25,14750,7
2018-08-25,94740,8.2
2018-08-25,94745,10
2018-08-25,04789,8.3
2018-08-25,94790,9.8
2018-08-25,04725,10
2018-08-25,14747,10
2018-08-25,54790,9.4
2018-08-25,54780,999.9
2018-08-25,54787,10
2018-08-25,14733,10
2018-08-25,14768,10
2018-08-25,64776,9.7
2018-08-25,14735,10
2018-08-25,64756,999.9
2018-08-25,64758,999.9
2018-08-25,00465,10
2018-08-25,14714,12.3
2018-08-25,54746,9.2
2018-08-25,94761,10
2018-08-25,14732,10
2018-08-25,04724,9.8
2018-08-25,04781,10
2018-08-25,14771,10
2018-08-25,64775,10
2018-08-25,94725,10
2018-08-25,14757,10
2018-08-25,94728,10
2018-08-25,54773,10
2018-08-25,54757,10
2018-08-25,54778,10
2018-08-25,04720,10
2018-08-25,14715,10
2018-08-25,94789,10
2018-08-25,14719,10
2018-08-25,14748,10
2018-08-25,94704,10
2018-08-24,99999,321.60319925813883
2018-08-24,04741,13.9
2018-08-24,00465,10
2018-08-24,14714,12.7
2018-08-24,94740,8.6
2018-08-24,04720,10
2018-08-24,94761,9.8
2018-08-24,14771,10
2018-08-24,54790,10
2018-08-24,14768,10
2018-08-24,04724,10
2018-08-24,54778,10
2018-08-24,94704,10
2018-08-24,14735,10
2018-08-24,14757,10
2018-08-24,54757,10
2018-08-24,04781,10
2018-08-24,94745,10
2018-08-24,54773,10
2018-08-24,54780,999.9
2018-08-24,14733,10
2018-08-24,64775,10
2018-08-24,64758,999.9
2018-08-24,64756,999.9
2018-08-24,64761,10
2018-08-24,64776,10
2018-08-24,94790,9.8
2018-08-24,14748,8.8
2018-08-24,54746,9.7
2018-08-24,94728,10
2018-08-24,14750,9.9
2018-08-24,94789,10
2018-08-24,14732,10
2018-08-24,54787,10
2018-08-24,94725,10
2018-08-24,04725,10
2018-08-24,14719,10
2018-08-24,14715,10
2018-08-24,14747,10
2018-08-24,04789,9.9
2018-08-23,00465,10
2018-08-23,04741,14.6
2018-08-23,64761,10
2018-08-23,14714,12.3
2018-08-23,94761,9.9
2018-08-23,94725,10
2018-08-23,14735,10
2018-08-23,14750,10
2018-08-23,14768,10
2018-08-23,94789,10
2018-08-23,99999,323.12754629629592
2018-08-23,64756,999.9
2018-08-23,64758,999.9
2018-08-23,94740,8.7
2018-08-23,04725,9.8
2018-08-23,54757,10
2018-08-23,04720,10
2018-08-23,54773,10
2018-08-23,64776,10
2018-08-23,94745,10
2018-08-23,14748,9.6
2018-08-23,94704,10
2018-08-23,54746,10
2018-08-23,14771,9.7
2018-08-23,04724,10
2018-08-23,14747,10
2018-08-23,54780,999.9
2018-08-23,14719,10
2018-08-23,64775,10
2018-08-23,54778,10
2018-08-23,54787,10
2018-08-23,04781,10
2018-08-23,54790,10
2018-08-23,14757,10
2018-08-23,14715,10
2018-08-23,94728,9.9
2018-08-23,14732,10
2018-08-23,94790,9.9
2018-08-23,14733,10
2018-08-23,04789,10
2018-08-22,64758,999.9
2018-08-22,00465,999.9
2018-08-22,04741,12.8
2018-08-22,14714,9.7
2018-08-22,94745,8.5
2018-08-22,14719,10
2018-08-22,54746,8.2
2018-08-22,14747,10
2018-08-22,04789,9
2018-08-22,04725,9.7
2018-08-22,14733,9.8
2018-08-22,04724,9.5
2018-08-22,14735,9.8
2018-08-22,54787,9.9
2018-08-22,94790,9.5
2018-08-22,14771,9.6
2018-08-22,04781,9.9
2018-08-22,54778,9.4
2018-08-22,14732,9.6
2018-08-22,14750,9.7
2018-08-22,54780,999.9
2018-08-22,14715,10
2018-08-22,99999,329.60698291782063
2018-08-22,54773,10
2018-08-22,94761,9.8
2018-08-22,04720,9.1
2018-08-22,64756,999.9
2018-08-22,64761,9.6
2018-08-22,54757,7.5
2018-08-22,94740,9
2018-08-22,94704,8.8
2018-08-22,14757,9.1
2018-08-22,94728,8.6
2018-08-22,94789,9.7
2018-08-22,54790,9.6
2018-08-22,14748,9.8
2018-08-22,14768,9.9
2018-08-22,64775,9.3
2018-08-22,64776,10
2018-08-22,94725,9.8
2018-08-21,64756,999.9
2018-08-21,14714,12.7
2018-08-21,64761,10
2018-08-21,04720,9.6
2018-08-21,54790,9.9
2018-08-21,64776,9.9
2018-08-21,04725,9.2
2018-08-21,14757,10
2018-08-21,94761,9.7
2018-08-21,54787,10
2018-08-21,14747,9.3
2018-08-21,94728,10
2018-08-21,14732,10
2018-08-21,94725,9.7
2018-08-21,94745,10
2018-08-21,14768,10
2018-08-21,94740,10
2018-08-21,14733,9.7
2018-08-21,54780,999.9
2018-08-21,14715,10
2018-08-21,99999,323.20809563261571
2018-08-21,64758,999.9
2018-08-21,04741,13.9
2018-08-21,54757,7.4
2018-08-21,54746,9.8
2018-08-21,04789,9.5
2018-08-21,04724,8.4
2018-08-21,54773,10
2018-08-21,14719,10
2018-08-21,94704,9.6
2018-08-21,64775,9.6
2018-08-21,54778,9.8
2018-08-21,14748,9.7
2018-08-21,04781,10
2018-08-21,94789,10
2018-08-21,14750,9.5
2018-08-21,14771,9.8
2018-08-21,94790,10
2018-08-21,14735,10
2018-08-20,99999,325.45661968576542
2018-08-20,64756,999.9
2018-08-20,14714,14.1
2018-08-20,64761,9.8
2018-08-20,54757,8.5
2018-08-20,14732,9.5
2018-08-20,04781,10
2018-08-20,14719,9.8
2018-08-20,64776,10
2018-08-20,94761,10
2018-08-20,04789,10
2018-08-20,14768,9.9
2018-08-20,94790,10
2018-08-20,54773,10
2018-08-20,14735,10
2018-08-20,54778,9.9
2018-08-20,04724,9.4
2018-08-20,54780,999.9
2018-08-20,14771,10
2018-08-20,64758,999.9
2018-08-20,00465,999.9
2018-08-20,04741,14
2018-08-20,54746,10
2018-08-20,54787,10
2018-08-20,14750,7.7
2018-08-20,94728,9.5
2018-08-20,94704,10
2018-08-20,04720,10
2018-08-20,94740,9.3
2018-08-20,54790,9.5
2018-08-20,94745,10
2018-08-20,14748,9.9
2018-08-20,14757,10
2018-08-20,94789,10
2018-08-20,04725,10
2018-08-20,64775,10
2018-08-20,14733,10
2018-08-20,14715,10
2018-08-20,94725,10
2018-08-20,14747,10
2018-08-19,64758,999.9
2018-08-19,14714,14.2
2018-08-19,64761,9
2018-08-19,64776,8.9
2018-08-19,04781,9.3
2018-08-19,54787,10
2018-08-19,54790,9.1
2018-08-19,14719,8.8
2018-08-19,04725,10
2018-08-19,14748,10
2018-08-19,94761,10
2018-08-19,04720,9.9
2018-08-19,14732,9.4
2018-08-19,04724,9.9
2018-08-19,14735,10
2018-08-19,14715,10
2018-08-19,14733,10
2018-08-19,54778,10
2018-08-19,14768,10
2018-08-19,99999,335.01979362101162
2018-08-19,64756,999.9
2018-08-19,04741,14
2018-08-19,00465,8.9
2018-08-19,54757,7.6
2018-08-19,54746,10
2018-08-19,94745,9
2018-08-19,94704,9.3
2018-08-19,94725,8.3
2018-08-19,94728,9.4
2018-08-19,94740,8.4
2018-08-19,14757,10
2018-08-19,04789,10
2018-08-19,14747,10
2018-08-19,64775,10
2018-08-19,94790,8.3
2018-08-19,14750,10
2018-08-19,14771,10
2018-08-19,54780,999.9
2018-08-19,54773,9.9
2018-08-19,94789,10
2018-08-18,04741,10.2
2018-08-18,00465,9
2018-08-18,14714,9
2018-08-18,94790,7.6
2018-08-18,54790,8.2
2018-08-18,54757,7.8
2018-08-18,04789,9.6
2018-08-18,54746,7.7
2018-08-18,94745,9
2018-08-18,64775,9.9
2018-08-18,54787,9.5
2018-08-18,64776,9.2
2018-08-18,14757,8.6
2018-08-18,94761,8.4
2018-08-18,94728,6.9
2018-08-18,94789,10
2018-08-18,14732,9.7
2018-08-18,54780,999.9
2018-08-18,99999,335.66407164598161
2018-08-18,04720,9.9
2018-08-18,04725,7.1
2018-08-18,64758,999.9
2018-08-18,64756,999.9
2018-08-18,64761,9
2018-08-18,94740,8.4
2018-08-18,14719,8.8
2018-08-18,04781,9.3
2018-08-18,14750,9.6
2018-08-18,14768,9.5
2018-08-18,14771,10
2018-08-18,04724,8.6
2018-08-18,14735,8.1
2018-08-18,54773,9.6
2018-08-18,54778,9.3
2018-08-18,14747,9
2018-08-18,14733,9.1
2018-08-18,94725,9.8
2018-08-18,14748,9.1
2018-08-18,94704,8.7
2018-08-18,14715,8.8
2018-08-17,64756,999.9
2018-08-17,64758,999.9
2018-08-17,04741,9.5
2018-08-17,00465,9.3
2018-08-17,64761,9.1
2018-08-17,14714,9.6
2018-08-17,54746,6
2018-08-17,04724,9
2018-08-17,64775,7.1
2018-08-17,04720,8.3
2018-08-17,04789,7
2018-08-17,94790,5.9
2018-08-17,14747,9.8
2018-08-17,14757,7
2018-08-17,14719,7.6
2018-08-17,04725,8.6
2018-08-17,64776,9.5
2018-08-17,14768,9.7
2018-08-17,14771,9.6
2018-08-17,14715,9.9
2018-08-17,14735,9.2
2018-08-17,14748,9.5
2018-08-17,14732,9.9
2018-08-17,54787,9.7
2018-08-17,04781,9.5
2018-08-17,94728,7.7
2018-08-17,14733,9.7
2018-08-17,99999,327.21276472630166
2018-08-17,54757,8.9
2018-08-17,14750,7.5
2018-08-17,54773,8.3
2018-08-17,94740,8.2
2018-08-17,94761,8.8
2018-08-17,94704,9.5
2018-08-17,54778,9.1
2018-08-17,94745,9
2018-08-17,54790,7.4
2018-08-17,94725,10
2018-08-17,94789,9.5
2018-08-17,54780,999.9
2018-08-16,99999,332.70596807772483
2018-08-16,64758,999.9
2018-08-16,14714,10
2018-08-16,64761,10
2018-08-16,14750,7.1
2018-08-16,94740,9.1
2018-08-16,94790,7
2018-08-16,64775,8.3
2018-08-16,54746,9.7
2018-08-16,54757,8
2018-08-16,94725,10
2018-08-16,04725,10
2018-08-16,14732,10
2018-08-16,14771,10
2018-08-16,14719,8.4
2018-08-16,54787,10
2018-08-16,14747,9.8
2018-08-16,04724,7.6
2018-08-16,14735,9.7
2018-08-16,94728,8
2018-08-16,04789,8.3
2018-08-16,64756,999.9
2018-08-16,04741,12.5
2018-08-16,00465,9.2
2018-08-16,14715,9.7
2018-08-16,04720,8.6
2018-08-16,14748,7.3
2018-08-16,54773,8.7
2018-08-16,64776,9.9
2018-08-16,94704,9.8
2018-08-16,54780,999.9
2018-08-16,14768,9.8
2018-08-16,14757,8.2
2018-08-16,94761,9.4
2018-08-16,54778,9.8
2018-08-16,04781,10
2018-08-16,94745,10
2018-08-16,94789,10
2018-08-16,54790,8.8
2018-08-16,14733,10
2018-08-15,99999,327.54787209302197
2018-08-15,64758,999.9
2018-08-15,04741,12.5
2018-08-15,64775,8.6
2018-08-15,14715,9.9
2018-08-15,94761,6.8
2018-08-15,54773,8
2018-08-15,54746,9.4
2018-08-15,94725,9.7
2018-08-15,14719,10
2018-08-15,54787,10
2018-08-15,94745,10
2018-08-15,64776,10
2018-08-15,14747,9.5
2018-08-15,04724,8
2018-08-15,94789,10
2018-08-15,14733,9.2
2018-08-15,14748,9.5
2018-08-15,64756,999.9
2018-08-15,14714,13.5
2018-08-15,64761,10
2018-08-15,00465,8.9
2018-08-15,94740,9.2
2018-08-15,14750,7.5
2018-08-15,94790,5.1
2018-08-15,04725,7.2
2018-08-15,14735,10
2018-08-15,14771,10
2018-08-15,54790,10
2018-08-15,94728,9.6
2018-08-15,04781,10
2018-08-15,14757,10
2018-08-15,14768,8.8
2018-08-15,04720,8.9
2018-08-15,14732,10
2018-08-15,54780,999.9
2018-08-15,54757,8.6
2018-08-15,04789,10
2018-08-15,94704,9.5
2018-08-15,54778,10
2018-08-14,99999,325.61163947703687
2018-08-14,94790,5.8
2018-08-14,64775,7.7
2018-08-14,54778,7.1
2018-08-14,04789,8.1
2018-08-14,04741,10.4
2018-08-14,00465,7.3
2018-08-14,14748,7.1
2018-08-14,54773,7.7
2018-08-14,94704,7.8
2018-08-14,54790,7.4
2018-08-14,04781,9
2018-08-14,14768,7.4
2018-08-14,94728,6
2018-08-14,14757,9
2018-08-14,14771,9.1
2018-08-14,04720,10
2018-08-14,54787,9.2
2018-08-14,94789,9.6
2018-08-14,94725,9.3
2018-08-14,64776,9.5
2018-08-14,14747,9.6
2018-08-14,54780,999.9
2018-08-14,04724,9.7
2018-08-14,04725,7.9
2018-08-14,54757,6.5
2018-08-14,64758,999.9
2018-08-14,64756,999.9
2018-08-14,14714,9
2018-08-14,64761,8.9
2018-08-14,94745,5.4
2018-08-14,54746,6.2
2018-08-14,14750,8.9
2018-08-14,14719,7.7
2018-08-14,94761,7.1
2018-08-14,14735,8.8
2018-08-14,14732,9.2
2018-08-14,94740,9
2018-08-14,14733,10
2018-08-14,14715,9.5
2018-08-13,64756,999.9
2018-08-13,64758,999.9
2018-08-13,04741,12.3
2018-08-13,00465,8.7
2018-08-13,14714,6.8
2018-08-13,64761,8.6
2018-08-13,94740,8
2018-08-13,14748,6.8
2018-08-13,54746,9.1
2018-08-13,54790,7.8
2018-08-13,54778,8.5
2018-08-13,04789,7.7
2018-08-13,94728,7.8
2018-08-13,14719,9.1
2018-08-13,54787,9.8
2018-08-13,64775,10
2018-08-13,14732,8.5
2018-08-13,04720,10
2018-08-13,54773,9.4
2018-08-13,14735,10
2018-08-13,94704,8.9
2018-08-13,94790,9
2018-08-13,94725,9.9
2018-08-13,14733,10
2018-08-13,14715,10
2018-08-13,14771,10
2018-08-13,04724,10
2018-08-13,99999,335.9863167760102
2018-08-13,54757,5.8
2018-08-13,04725,8.9
2018-08-13,94745,7
2018-08-13,14757,7.7
2018-08-13,04781,8.6
2018-08-13,94789,9.2
2018-08-13,14750,10
2018-08-13,94761,6.6
2018-08-13,54780,999.9
2018-08-13,14747,10
2018-08-13,64776,10
2018-08-13,14768,10
2018-08-12,54746,6.4
2018-08-12,64758,999.9
2018-08-12,04741,14.5
2018-08-12,64761,9.4
2018-08-12,00465,10
2018-08-12,54787,9.3
2018-08-12,54790,7.8
2018-08-12,04781,10
2018-08-12,14719,9
2018-08-12,04789,9.1
2018-08-12,94789,9.6
2018-08-12,54757,8.2
2018-08-12,14750,9.8
2018-08-12,54773,8.8
2018-08-12,04725,8
2018-08-12,94761,5.9
2018-08-12,04720,9.7
2018-08-12,14771,10
2018-08-12,04724,10
2018-08-12,94704,10
2018-08-12,54780,999.9
2018-08-12,99999,338.6723659454392
2018-08-12,94728,7.1
2018-08-12,64756,999.9
2018-08-12,14714,8.6
2018-08-12,94745,7.6
2018-08-12,14748,9.9
2018-08-12,14757,9.8
2018-08-12,14732,8.8
2018-08-12,94725,9
2018-08-12,64775,10
2018-08-12,54778,10
2018-08-12,14735,9.9
2018-08-12,94790,9.6
2018-08-12,94740,10
2018-08-12,14733,10
2018-08-12,14747,10
2018-08-12,14768,10
2018-08-12,14715,10
2018-08-12,64776,10
2018-08-11,99999,340.02794186591683
2018-08-11,64758,999.9
2018-08-11,00465,10
2018-08-11,14714,7.1
2018-08-11,94745,6.5
2018-08-11,54790,7.6
2018-08-11,04725,8
2018-08-11,94789,9.4
2018-08-11,04789,8.2
2018-08-11,04781,9.5
2018-08-11,14748,8.5
2018-08-11,64775,10
2018-08-11,54746,8.5
2018-08-11,54757,9.3
2018-08-11,94740,9.9
2018-08-11,14768,10
2018-08-11,14747,10
2018-08-11,14771,10
2018-08-11,04724,10
2018-08-11,94725,10
2018-08-11,54780,999.9
2018-08-11,54773,10
2018-08-11,14750,10
2018-08-11,94704,9.8
2018-08-11,14715,9.9
2018-08-11,54778,9.7
2018-08-11,64756,999.9
2018-08-11,04741,11.4
2018-08-11,64761,9.5
2018-08-11,94728,6.2
2018-08-11,14757,7.7
2018-08-11,14719,7.7
2018-08-11,14732,8.9
2018-08-11,54787,9.6
2018-08-11,94761,8.8
2018-08-11,14735,9.2
2018-08-11,04720,9.9
2018-08-11,94790,10
2018-08-11,64776,10
2018-08-11,14733,10
2018-08-10,99999,324.73087520259116
2018-08-10,64756,999.9
2018-08-10,04741,14.5
2018-08-10,64761,10
2018-08-10,00465,9.9
2018-08-10,14748,8.9
2018-08-10,14747,9.9
2018-08-10,94740,9.3
2018-08-10,14750,10
2018-08-10,64775,10
2018-08-10,94790,9.6
2018-08-10,94725,10
2018-08-10,04725,9.9
2018-08-10,54746,9.6
2018-08-10,04789,9.9
2018-08-10,94789,10
2018-08-10,14733,10
2018-08-10,64758,999.9
2018-08-10,14714,9.6
2018-08-10,54757,9.8
2018-08-10,54778,10
2018-08-10,04720,9.4
2018-08-10,04724,9.8
2018-08-10,14768,10
2018-08-10,64776,10
2018-08-10,94761,8.8
2018-08-10,54773,9.9
2018-08-10,94704,10
2018-08-10,14735,10
2018-08-10,14732,10
2018-08-10,14771,10
2018-08-10,14715,10
2018-08-10,14719,9.3
2018-08-10,14757,9
2018-08-10,94745,10
2018-08-10,04781,10
2018-08-10,54787,10
2018-08-10,54790,9.5
2018-08-10,94728,9.3
2018-08-10,54780,999.9
2018-08-09,99999,320.98165243480133
2018-08-09,64756,999.9
2018-08-09,14714,15.9
2018-08-09,94740,9.2
2018-08-09,04725,7.4
2018-08-09,54746,10
2018-08-09,94745,8.5
2018-08-09,64776,9.9
2018-08-09,54778,10
2018-08-09,14768,9.3
2018-08-09,14735,9.3
2018-08-09,04789,10
2018-08-09,94728,8.8
2018-08-09,14719,8.7
2018-08-09,54780,999.9
2018-08-09,14715,9.3
2018-08-09,94790,6.7
2018-08-09,94725,8.3
2018-08-09,64758,999.9
2018-08-09,04741,13.4
2018-08-09,64761,8.7
2018-08-09,00465,9
2018-08-09,04720,9.1
2018-08-09,54757,9.3
2018-08-09,14748,8.3
2018-08-09,54773,8.7
2018-08-09,14757,9.5
2018-08-09,14750,9.8
2018-08-09,14747,9.4
2018-08-09,64775,9.3
2018-08-09,54790,9.4
2018-08-09,14771,9.7
2018-08-09,94704,9.4
2018-08-09,94761,9
2018-08-09,04781,10
2018-08-09,14732,10
2018-08-09,04724,9.4
2018-08-09,14733,10
2018-08-09,94789,9.9
2018-08-09,54787,10
2018-08-08,04720,6.7
2018-08-08,04741,10.8
2018-08-08,64761,10
2018-08-08,00465,8.4
2018-08-08,94761,5.9
2018-08-08,94740,5.5
2018-08-08,54778,6
2018-08-08,04781,8.8
2018-08-08,04789,7.5
2018-08-08,14747,9.4
2018-08-08,14735,7.3
2018-08-08,54790,9
2018-08-08,54787,8.8
2018-08-08,94789,9.7
2018-08-08,14757,9.2
2018-08-08,94725,9.5
2018-08-08,94728,9.3
2018-08-08,54780,999.9
2018-08-08,14715,10
2018-08-08,94704,9.2
2018-08-08,99999,320.751455072463
2018-08-08,54757,6.3
2018-08-08,14748,7.8
2018-08-08,64758,999.9
2018-08-08,64756,999.9
2018-08-08,14714,9.3
2018-08-08,04725,4.1
2018-08-08,94745,7
2018-08-08,04724,6.6
2018-08-08,54773,6.2
2018-08-08,64775,9.4
2018-08-08,54746,6.8
2018-08-08,14719,9.8
2018-08-08,14750,8.2
2018-08-08,64776,7.7
2018-08-08,14733,9.4
2018-08-08,14771,9.8
2018-08-08,14768,8.4
2018-08-08,94790,8.6
2018-08-08,14732,10
2018-08-07,99999,324.69398201521454
2018-08-07,64761,10
2018-08-07,00465,10
2018-08-07,54773,7.6
2018-08-07,04724,8.5
2018-08-07,54746,7.4
2018-08-07,14748,8.3
2018-08-07,14733,9.7
2018-08-07,14768,8.6
2018-08-07,04781,9.9
2018-08-07,94740,8.8
2018-08-07,64775,9.9
2018-08-07,94745,9
2018-08-07,54787,9.8
2018-08-07,04725,9.7
2018-08-07,94761,10
2018-08-07,14771,9.7
2018-08-07,14757,8.8
2018-08-07,54780,999.9
2018-08-07,54757,10
2018-08-07,64776,10
2018-08-07,64756,999.9
2018-08-07,64758,999.9
2018-08-07,04741,11
2018-08-07,14714,9.4
2018-08-07,14719,9.6
2018-08-07,04720,9.9
2018-08-07,14747,9.4
2018-08-07,14750,8.4
2018-08-07,04789,7.7
2018-08-07,94725,9.8
2018-08-07,94790,7.8
2018-08-07,54790,9.4
2018-08-07,94789,9.8
2018-08-07,94728,7.6
2018-08-07,54778,9.8
2018-08-07,14735,9.6
2018-08-07,94704,10
2018-08-07,14732,10
2018-08-07,14715,9.6
2018-08-06,99999,328.07363384828216
2018-08-06,64758,999.9
2018-08-06,14714,11.7
2018-08-06,00465,8.2
2018-08-06,14750,6.5
2018-08-06,94740,7.7
2018-08-06,54746,8.6
2018-08-06,14748,9.5
2018-08-06,94704,9.8
2018-08-06,04789,8
2018-08-06,64776,8.4
2018-08-06,54778,9.9
2018-08-06,04724,9.7
2018-08-06,64775,9.3
2018-08-06,94761,9.9
2018-08-06,54790,8.5
2018-08-06,14735,10
2018-08-06,14733,10
2018-08-06,94790,9.3
2018-08-06,14757,8.8
2018-08-06,64756,999.9
2018-08-06,04741,12.3
2018-08-06,64761,8.5
2018-08-06,04720,8.8
2018-08-06,14719,7.6
2018-08-06,54773,9.6
2018-08-06,14768,10
2018-08-06,54787,9.9
2018-08-06,54780,999.9
2018-08-06,94745,9.8
2018-08-06,94728,8.7
2018-08-06,94725,10
2018-08-06,14732,10
2018-08-06,04781,9.8
2018-08-06,14771,9.7
2018-08-06,54757,9.1
2018-08-06,14715,10
2018-08-06,14747,10
2018-08-06,04725,9.8
2018-08-06,94789,10
2018-08-05,64758,999.9
2018-08-05,64756,999.9
2018-08-05,04741,13.8
2018-08-05,00465,9
2018-08-05,64761,9.9
2018-08-05,14719,7.8
2018-08-05,14748,7.1
2018-08-05,14757,9.8
2018-08-05,64776,8.1
2018-08-05,54757,8.4
2018-08-05,94761,8.3
2018-08-05,94725,9.4
2018-08-05,14733,10
2018-08-05,54773,8.7
2018-08-05,14715,9.9
2018-08-05,94745,10
2018-08-05,14768,10
2018-08-05,54790,9.3
2018-08-05,54780,999.9
2018-08-05,94790,9
2018-08-05,14735,9.9
2018-08-05,14747,10
2018-08-05,94728,10
2018-08-05,64775,9.7
2018-08-05,99999,333.56962841401759
2018-08-05,14714,11
2018-08-05,94740,7.1
2018-08-05,14750,4.8
2018-08-05,04789,9
2018-08-05,04720,9.2
2018-08-05,54746,8.8
2018-08-05,54787,10
2018-08-05,04724,9.9
2018-08-05,14771,10
2018-08-05,04781,10
2018-08-05,94789,10
2018-08-05,94704,10
2018-08-05,54778,10
2018-08-05,14732,10
2018-08-05,04725,9.7
2018-08-04,14750,8.1
2018-08-04,64756,999.9
2018-08-04,64758,999.9
2018-08-04,04741,10.8
2018-08-04,54787,8.8
2018-08-04,04781,9.4
2018-08-04,54746,9.2
2018-08-04,04789,8.9
2018-08-04,94728,9.2
2018-08-04,14757,8.6
2018-08-04,04725,6.5
2018-08-04,54757,7.4
2018-08-04,04720,6.5
2018-08-04,64775,9.8
2018-08-04,14748,8.2
2018-08-04,94789,10
2018-08-04,14768,9.7
2018-08-04,94704,10
2018-08-04,99999,332.29756097560863
2018-08-04,94745,8.3
2018-08-04,14714,9.7
2018-08-04,64761,9.4
2018-08-04,00465,6.9
2018-08-04,54790,8.6
2018-08-04,14719,8.9
2018-08-04,14735,8.9
2018-08-04,64776,8.3
2018-08-04,94725,8.9
2018-08-04,94740,6.9
2018-08-04,54773,7.1
2018-08-04,14732,9
2018-08-04,04724,7.8
2018-08-04,94761,10
2018-08-04,54778,10
2018-08-04,14771,9.9
2018-08-04,94790,9.4
2018-08-04,14733,9.8
2018-08-04,14747,9.9
2018-08-04,14715,10
2018-08-04,54780,999.9
2018-08-03,94745,8.3
2018-08-03,04789,7.5
2018-08-03,04725,8.2
2018-08-03,94728,8.3
2018-08-03,14757,8.8
2018-08-03,14750,9.4
2018-08-03,04781,9.9
2018-08-03,54757,7.2
2018-08-03,14719,9.5
